imie;nazwisko;miasto;ulica;nr;mieszkanie;data_ur;pesel
Tymoteusz;TKHIR;Czarne;ulica Zbyszka z Bogdańca;32;43;20.11.1966;66112014880
Marta;ŁUPIŃSKA-WITWICKA;Lachy;ulica Oryszewska;73;80;08.02.1908;08020817444
Alan;HAYRETER;Lubomyśle;ulica Pory;80;42;21.05.1970;70052183352
Adam;WASZYŃSKI;Międzyrowy;ulica Namioty;37;49;23.01.1949;49012340835
Alicja;CATANĂ;Walewice;ulica Szafirowa;92;4;08.02.1957;57020810930
Maciej;GÜLTEKIN;Dąbrówka Malborska;ulica Łączyny;15;61;19.07.1934;34071967858
Milena;REZZOUG;Klebark Wielki;ulica Mielnicka;30;46;26.06.1922;22062686935
Maria;NLUMA;Czeczotki;ulica Janinówka;84;71;16.08.1974;74081668062
Wiktor;TUTIS;Chyża;ulica Przyłęcka;5;41;01.03.1912;12030125291
Ignacy;KUCHARYCZ;Sikorówka;ulica Do Fortu;62;82;11.03.1973;73031138880
Joanna;GOLJASZ;Stare Buczyce;ulica Rogatkowa;12;62;15.11.1993;93111522646
Ignacy;MOCIE;Puszczyn;ulica Pawła Stellera;85;4;11.01.1988;88011180502
Nadia;YARKINA;Celinowo;ulica Franciszka Bartoszka;15;41;08.09.1912;12090829884
Wiktoria;POPER;Bobrowiec;ulica Wołomińska;41;26;23.04.1981;81042332689
Gabriel;ISAK;Buślarki;ulica Faworytki;4;60;30.04.1956;56043098726
Milena;SUNDBERG;Drwały;ulica Koronacyjna;46;64;28.10.1916;16102863906
Gabriela;TRIGGS;Dębniak;ulica Dzierzgońska;98;71;26.03.1941;41032665106
Bartłomiej;BRAZALUK;Siedlice;ulica Rzemieślników;13;93;06.08.1987;87080623118
Laura;POJEDZINIEC;Damiany;ulica Rokokowa;60;20;05.07.1928;28070585660
Amelia;APELYAN;Nowa Obra;ulica Antoniego Brodowskiego;68;86;26.03.1958;58032622896
Kacper;MELASA;Dubaśno;ulica Nowosądecka;43;6;12.09.1959;59091219126
Bartłomiej;TEOŃSKI;Rupin;ulica Topazowa;52;53;19.08.1986;86081956489
Jagoda;KOSTYK;Józefów Ochelski;ulica Solistów;25;1;07.02.1917;17020771940
Ksawery;VERETKOVSKYI;Jazgarzew;ulica Fokstrota;89;1;16.02.1986;86021667530
Alicja;KUDAKA;Pociejów;ulica Podborska;98;26;23.02.1922;22022374471
Nadia;ADENA;Dolne Hucisko;ulica Służby Polsce;54;55;03.03.1967;67030318343
Aleksandra;ZHYROVA;Łopatki Polskie;ulica Pokucka;12;50;16.01.1995;95011668911
Paweł;KAZIURA;Stara Wieś;ulica Piątkowska;90;69;01.09.1910;10090117486
Adrian;KANJERSKI;Górka;ulica Winnicka;67;53;02.03.1986;86030219861
Piotr;BUTNARIU;Folwark;Skwer Tekli Bądarzewskiej;4;23;18.05.1991;91051873566
Hanna;PODUBIŃSKA;Falborz;ulica Lwowska;53;59;01.05.1982;82050179158
Patryk;MELCZENKO;Chłodne;ulica Bohuna;4;64;30.12.1989;89123036417
Dominika;ZEVALLOS;Kępa Wólczyńska;Aleja Wyzwolenia;4;36;26.03.1980;80032695554
Jakub;RULCZYK;Miłonowice;ulica Bokserska;89;82;16.02.1973;73021674316
Kinga;DROSIŃSKA;Krasnopol;ulica Zatrzebie;50;53;07.01.1921;21010718630
Nina;ARBAROS;Rudka;ulica Wincentego Rapackiego;56;82;20.04.1963;63042010984
Julia;SZYMBARA;Nowa Wieś Wrocławska;ulica Mikołaja Reja;4;16;29.01.1946;46012919608
Izabela;SAKOVETS;Wiśnicz;ulica Magiczna;9;52;01.06.1933;33060113586
Michalina;KHAMCHYCH;Chrobakowe;ulica Czyżyka;51;38;13.01.1972;72011342859
Karolina;HOROKHIVSKA;Krysiaki Broszęckie;ulica Spokojna;11;40;22.12.1985;85122218304
Karol;CHERNIAKHOVYCH;Pożarzysko;ulica Józefa Ignacego Kraszewskiego;97;69;07.04.1949;49040746622
Marcin;PALYH;Brzeźnica;ulica Spacerowa;74;1;25.09.1934;34092546343
Blanka;GORBATIUK;Półwiosek Stary;ulica Fiołków;79;25;21.09.1918;18092183201
Filip;SZOST;Bukowina;ulica Dzierzgońska;73;85;26.04.1993;93042630424
Miłosz;SZYLDER;Sarbia;ulica Nieborowska;47;92;23.03.1987;87032388431
Tymon;STRENCIOK;Karaczony;ulica Grzegorza Piramowicza;45;34;27.10.1961;61102745202
Jakub;JADKOWSKI;Kazimierzów;ulica Żeglarska;4;4;16.02.1925;25021658795
Michalina;KRZYWULICZ;Tychów Nowy;ulica Turniejowa;38;16;19.01.1947;47011959452
Kornelia;KOSSOWSKA-KOZIARA;Choinki;ulica Zbójnogórska;64;81;26.08.1955;55082699018
Karolina;WIREK;Helenów;ulica Trawiasta;77;63;06.01.1993;93010652043
Mateusz;SZUMLICKI;Krzyżka;ulica Mazowiecka;45;70;03.05.1986;86050362651
Paweł;NEKO;Podszkodzie;ulica Puszczy Solskiej;50;83;06.05.1993;93050631602
Patryk;MĄDRALSKI;Niegolewo;ulica ks. Józefa Iwaniuka;42;46;09.01.1976;76010913844
Antonina;WIEJA;Szczepanki;ulica Graniczna;43;11;11.04.1922;22041175537
Piotr;OYETOLA;Wyręby Siemienickie;ulica Porannej Rosy;12;43;24.01.1943;43012482687
Jagoda;KRENZ-WIŚNIEWSKA;Strużnica;ulica Jana Feliksa Piwarskiego;7;66;23.06.1921;21062320535
Hanna;ŁOPUCHOWICZ;Dalechowy;ulica Zgrupowania AK „Żubr”;59;64;05.04.1946;46040546832
Hubert;SLUZEWICZ;Łupice;ulica Lubomira;83;40;07.03.1985;85030739911
Amelia;GIDIAN;Wola Burzecka;ulica Romana Pazińskiego;85;23;28.07.1989;89072865876
Amelia;MUSIARZ;Pod Polskie Łąki;ulica Gratyny;99;49;21.05.1912;12052152022
Adam;HAJMAN;Pieńki Ośnickie;ulica Maćka z Bogdańca;24;90;18.02.1980;80021825245
Oskar;BALBUKH;Fujasy;ulica Torfowa;73;63;19.10.1920;20101940794
Krzysztof;MAZHUHA;Smarchowice Wielkie;ulica Jana Sibeliusa;5;21;23.01.1962;62012388514
Jakub;AGOSHTON;Dęby;ulica kard. Aleksandra Kakowskiego;95;32;17.03.1913;13031785751
Tymoteusz;WYCISZCZOK;Parchliny;ulica Lewandów;9;80;07.08.1985;85080786106
Michał;KOMIRNYI;Wroczewo;ulica Meblowa;49;63;09.09.1918;18090917171
Maria;STEKLER;Kumkiejmy Przednie;ulica Bułgarska;30;5;18.01.1970;70011829988
Dawid;BASHTAROV;Podkarczmie;ulica Barcicka;46;62;17.07.1911;11071721990
Wiktor;PORKHUN;Jankowo;ulica Ludwiga van Beethovena;60;52;29.01.1932;32012955259
Miłosz;BRZYSZCZAN;Kamieniec;ulica Drukarzy;93;90;02.11.1947;47110291883
Oliwia;WYRZYCKA;Malenie;ulica Jeża;61;6;03.12.1977;77120314133
Dawid;NAMIOTKIEWICZ;Nowiny;ulica Józefa Piusa Dziekońskiego;94;44;14.08.1922;22081497009
Wojciech;WRZYSZCZYŃSKI;Nowa Ulica;ulica Szpacza;77;2;25.05.1938;38052522246
Natalia;PISKULAK;Goniszów;ulica Malownicza;16;48;30.05.1992;92053075556
Jakub;KIEŁDYSZ;Świerczyna;ulica Karola Szajnochy;1;9;25.06.1989;89062524527
Kaja;BOCHIAN;Węgrzynice;ulica Kośby;45;43;17.03.1966;66031788641
Martyna;KOTE;Widacz;ulica Jana Brożka;56;10;16.03.1943;43031622191
Emilia;BREZIUK;Bożanka;ulica Kraski;51;30;18.03.1934;34031886930
Blanka;FIRLEJ-RYBACKA;Mirów;ulica Szczotkarska;44;60;12.08.1949;49081224082
Karolina;ARKADIEVA;Grobie;ulica Gruchacza;11;57;12.11.1914;14111250681
Krzysztof;ABLOV;Przybradz;ulica Środkowa;33;7;10.01.1951;51011059952
Alan;ZWALIŃSKI;Rola Dziurciakowa;ulica Mikołaja Kopernika;1;50;23.03.1993;93032316387
Zuzanna;PRASALOVICH;Szyszkowiec;ulica Perzowa;21;19;19.01.1936;36011954756
Natalia;TUBISZ;Kolonia Druga;ulica Olesin;36;11;07.01.1959;59010711700
Antoni;KUNITSYN;Wolica;ulica Warszawska;43;37;20.08.1930;30082016582
Izabela;PIETRYŁO;Wielkie Pola;ulica Strumień;46;8;26.01.1931;31012627541
Julian;TANFAL;Suszcze;ulica Ludwika Mycielskiego;44;30;27.03.1981;81032761490
Jagoda;ŁAWROCKA;Pomietów;Rondo o. Bogusława Palecznego;82;60;02.11.1907;07110220641
Barbara;ROLICH;Podzagajnik;ulica Notecka;2;8;06.03.1999;99030668384
Marcin;MULMA;Czerteż;ulica Józefa Chełmońskiego;77;62;13.09.1943;43091331573
Barbara;CHERKA;Za Sołą;ulica Spedycyjna;83;57;05.04.1915;15040562767
Miłosz;CHODELSKI;Pod Jałowcem;ulica Dąbrowy;80;5;01.04.1965;65040155165
Mateusz;YAZLOVSKYI;Bobrowa;ulica Mikołaja Drygały;99;67;17.02.1984;84021778063
Miłosz;PUŚKIEWICZ;Rakowo;Skwer Herberta Clarka Hoovera;21;11;19.11.1946;46111924672
Oskar;POKOTYLENKO;Nowe Wypychy;ulica Pacholęca;47;75;09.08.1928;28080932354
Liliana;FRENTZEL;Zielin;Plac Aleksandra Rembowskiego;42;53;30.07.1909;09073071238
Milena;KREMPEĆ;Pałom;ulica Skrzypów;58;86;16.08.1991;91081619131
Lena;MECH;Zającówka;Skwer Adolfa Marii Bocheńskiego;58;18;15.08.1994;94081561769
Laura;TUSKA;Paniewo;ulica Kudowska;74;75;12.06.1908;08061225050
Pola;COLICIGNO;Kalonka;ulica Otawska;49;66;25.08.1942;42082515736
Iga;WĘCKA;Sobiałkowo Górne;ulica Liryczna;95;70;06.07.1941;41070667684
Kaja;MESMOUDI;Kowale Księże;Rondo Unii Europejskiej;42;89;02.12.1964;64120260070
Igor;ELJAFARI;Stara Niedziałka;ulica Czynszowa;35;18;26.10.1996;96102694901
Natalia;SKURCZAKOWSKA;Niedziałki-Nowopole;ulica Bychowska;25;96;27.05.1982;82052741066
Weronika;LUKANOVA;Konotopa;ulica Pionierów;15;7;18.03.1988;88031854081
Helena;PIEJCZYK;Trzetrzewina;ulica Korzeniowa;23;81;06.09.1990;90090683262
Ignacy;GERAS;Starowieś;ulica Radecka;2;95;10.07.1916;16071081336
Gabriel;JANCZYLIK;Koziołki;ulica Orlich Gniazd;2;29;30.09.1980;80093052227
Kornelia;WEIẞ;Nowy Ludwików;ulica Prymulki;80;59;17.11.1971;71111791056
Mikołaj;CIESZADLIK;Tylwica;Skwer Oleandrów;70;17;23.02.1926;26022370566
Zofia;ZILLIGEN;Wola Solecka Druga;ulica Pokrzywnicka;80;24;12.06.1911;11061299422
Błażej;BACZUŃ;Piaski;ulica Poli Negri;48;68;26.05.1969;69052611699
Patryk;ROATǍ;Zagóra;ulica Olgierda;56;34;24.11.1991;91112430803
Laura;GAREWICZ;Lasaki;ulica Haubicy;62;2;01.01.1972;72010112572
Adam;WODOSŁAWSKI;Ostrołęka;ulica Wybieg;31;85;23.01.1922;22012351566
Julian;KHILINICH;Świekatowskie Pole;ulica św. Patryka;36;26;26.03.1962;62032677779
Pola;MARMUZEK;Bogusze Stare;ulica Kruszyny;58;78;30.03.1933;33033094934
Krystian;SZCZAŁUBA;Wichów;ulica Altowa;2;2;22.02.1918;18022232247
Mikołaj;SINTMAARTENSDIJK;Szepelaki;ulica Dyniowa;43;50;25.04.1940;40042522401
Leon;SEDLMAYR;Ławki;ulica Jana Kasprowicza;5;32;24.05.1970;70052476311
Ewa;CZEPULIS;Olszewka;ulica Leona Berensona;32;88;26.03.1916;16032681008
Zofia;PENPICKA;Dolny Koniec;ulica Potoki;63;28;18.02.1945;45021846984
Gabriela;OKOPSKA;Gusin;ulica Leonarda Buczkowskiego;99;13;05.10.1911;11100561330
Ewa;SHAPIRENKO;Łazy;ulica Stradomska;96;56;08.01.1994;94010891149
Dominika;DOMCZEWSKA;Podlas;ulica Władysława Łokietka;3;78;17.07.1991;91071749166
Bartłomiej;SZTEINKE;Tursko;Park Czechowicki;62;41;04.11.1924;24110462395
Bartosz;WITOCHA;Parczew;ulica Ukryta;24;39;12.09.1973;73091260134
Kacper;VÁRADI;Ludwin;ulica Przyleśna;15;86;22.01.1910;10012233175
Pola;ITBURRUN;Dębiarze;Plac Na Rozdrożu;92;52;26.01.1938;38012697439
Agata;ZIARNIECKA;Gatka;ulica Kosa;33;19;08.07.1911;11070838921
Kamil;GRENIGER;Bielawka;ulica Orchowiecka;84;50;13.10.1951;51101362811
Wojciech;RYBACZEK;Zarośle;ulica Augustówka;87;49;06.10.1979;79100658234
Kamil;PASÎRE;Zalesie;ulica Jaskrów;13;47;16.02.1919;19021673373
Nadia;KRELING;Bielice Nowe;ulica Olszynki Grochowskiej;35;1;13.02.1971;71021317895
Tomasz;GILMAJSTER;Kotlewy;ulica Sycylijska;63;42;19.07.1926;26071949971
Kinga;ZACHALSKA;Rachodoszcze;ulica Poezji;17;84;12.06.1961;61061286125
Nikodem;TSYS;Niechodzin;Skwer Ormiański;18;88;09.07.1930;30070924508
Nina;STWERKA;Pod Godziszką;ulica Koszykowa;97;38;13.07.1996;96071320289
Stanisław;POKUTYŃSKI;Jaczowice;ulica Mariana Zdziechowskiego;98;55;17.09.1931;31091772814
Lena;SCHEEL;Grabowo-Padaki;ulica X Poprzeczna;2;30;26.05.1907;07052690778
Maja;ŁUCZYC;Aleksandria;ulica Jantar;51;12;22.08.1994;94082236230
Milena;CEREDYSZ;Borowce;ulica Nadwiślańska;25;7;21.01.1968;68012184156
Blanka;PARAJS;Wola;ulica Drapińska;38;63;24.01.1973;73012471401
Dawid;ASTUKIEWICZ;Wola Koszucka-Parcele;ulica Taborowa;20;16;21.06.1931;31062146231
Karol;GUNGOR;Przyszowice;ulica Szybka;24;75;17.04.1959;59041729112
Maria;TOPOLSKA-MAŁECKA;Międzypole;Plac Unii Lubelskiej;94;52;23.06.1961;61062313085
Tymoteusz;ULICZ;Buczki;ulica Obszarowa;67;69;30.02.1970;70023078777
Pola;ROMANADZE;Dołżyca;ulica Wincentego Kadłubka;97;45;21.04.1926;26042196142
Ignacy;FICOWSKI;Dziewanowo;ulica Trylogii;58;81;17.04.1945;45041769177
Zofia;SHMURAKOVA;Czarnocińskie Piece;ulica Józefa Mehoffera;49;48;28.10.1915;15102879776
Marcel;LABYCH;Wilkoszyce;ulica Dymitra Mendelejewa;99;95;10.04.1959;59041029961
Wojciech;BARĘDZIAK;Sędzin-Kolonia;ulica Żegoty;6;44;17.02.1998;98021756898
Gabriel;CANDU;Podborowo;ulica Gizów;65;83;18.01.1978;78011871661
Zofia;SKANDEROWICZ;Przymiarek;ulica Łęgowa;82;49;19.06.2000;00061995166
Anna;VANHOOF;Mercerstwo;ulica Powstańców Warszawy;83;43;14.02.1992;92021430729
Michalina;KENUL;Komorniki;ulica Stefana Kopcińskiego;20;84;17.11.1922;22111753864
Piotr;DUHAR;Wilkowice;ulica Karola Linneusza;75;8;08.05.1968;68050828934
Weronika;GUENTNER;Pożniki;ulica Ptasia;68;7;17.10.1949;49101780090
Nikola;PACIONE;Koniec;ulica Frygijska;12;63;15.12.1927;27121510092
Adam;SZACIŃSKI;Łazy Małe;ulica 1 Maja;6;34;12.03.1974;74031229563
Łukasz;KIRYŁŁOW;Brulino-Piwki;ulica Emiliana Konopczyńskiego;28;77;14.10.1992;92101413019
Łukasz;RUNOWIECKI;Kuskowo Kmiece;ulica Walecznych;83;88;17.02.1990;90021788574
Dominik;BABIROV;Dawidy Bankowe;ulica Barwna;64;60;05.12.1972;72120561837
Maksymilian;TEIMAN;Parcela;ulica Wąska;54;72;03.12.1918;18120394732
Krzysztof;PINDZIOLA;Dąbrówka;ulica Bielska;92;99;03.03.1937;37030319371
Igor;SADULA;Zdynia;ulica Warszawska;76;60;17.07.1960;60071785156
Marta;BLICQ;Grabnik;Park Tadeusza Mazowieckiego;100;14;28.12.1969;69122858761
Helena;BURNETKO;Żytkowice;Rondo Jerzego Waszyngtona;49;66;09.11.1972;72110983420
Iga;LIMOWSKA;Grąblewo;ulica Sosnowa;21;14;14.07.1982;82071441544
Blanka;WIENSGOL;Kaczmarówka;ulica Jana Pawła Woronicza;25;89;29.02.1970;70022927257
Piotr;DYŃDA;Tomaszów;ulica Zenona Klemensiewicza;92;52;15.07.1995;95071556073
Mateusz;YAUSEYENKA;Bliska;ulica Zaboreczne;73;95;18.09.1948;48091828060
Oliwia;PALAC;Czerniczyn;ulica Cyrhli;92;36;07.06.1908;08060785559
Zofia;SHCHUDLYK;Grodziczno;ulica Koźla;95;33;23.06.1950;50062325021
Kaja;ENDEL-RAGIS;Dołek;ulica Łuki Wielkie;20;37;06.11.1950;50110680032
Nikodem;KAŚCZYSZYN;Antonin;ulica Ciesielska;32;18;05.09.1911;11090554676
Nikola;KUKHARCHYK;Dąbrowa;ulica Zygmunta Glogera;10;18;02.01.1944;44010237329
Kornelia;OLYOTT;Jeziora;ulica Kabaretowa;59;25;05.11.1951;51110565124
Fabian;SZMAGULSKI;Ciśniawy;ulica Jana Cybisa;48;10;29.02.1969;69022932401
Ksawery;PRUZHYNA;Podborowo;ulica Kalinowska;70;54;25.09.1918;18092595718
Igor;HAPIEIEV;Rapty;Wiadukt Stanisława Markiewicza;65;86;06.06.1986;86060633678
Jakub;STRĄCZEK VEL FRĄCZEK;Pęciszewko;ulica Wąbrzeska;84;88;15.06.1957;57061568578
Fabian;UDZIK;Sitaniec-Błonie;ulica Samsonowska;57;14;15.05.1961;61051592570
Maciej;JERIN;Stare Kopcie;ulica gen. Klemensa Stanisława Rudnickiego;78;48;27.02.1940;40022772749
Kamil;CIĆKIEWICZ;Żbiki;Skwer Tadeusza Kahla;67;94;23.11.1966;66112351237
Paweł;MARCU;Nowy Świat;ulica Czerwonych Beretów;60;36;03.05.1959;59050329231
Kornelia;MOŁDRZIK;Łąkta Dolna;ulica Poświaty;94;17;26.09.1968;68092657088
Hubert;KRAVATSKYI;Hankusi;ulica Mariana Nowickiego;47;6;03.03.1980;80030332573
Iga;JORDANOWICZ;Odnoga;ulica Gniewkowska;54;77;30.12.1917;17123074112
Małgorzata;PISARSKI VIEGAS;Łazy;ulica Badylarska;78;54;07.04.1929;29040750008
Jagoda;KONOWALSKA;Tarnawa Górna;Rondo Miłosna;64;18;15.01.1976;76011575901
Natalia;KORDASIŃSKA;Gąsiory;ulica Kapelanów Armii Krajowej;40;24;29.02.1919;19022959178
Nina;VELIČKOVIĆ;Madraszówka;ulica Ulubiona;46;48;03.11.1979;79110320825
Agata;BERGHAUZEN;Chodów;ulica Josepha Conrada;2;18;11.09.1985;85091124103
Patrycja;SEIDEN;Czestków F;ulica Widłaków;52;47;30.11.1910;10113010754
Paweł;BOBKOWSKI;Rojewo;ulica Jeziorki;98;43;13.01.1963;63011359153
Maja;KARARE;Podgaje;ulica Tomaszowska;2;3;12.11.1907;07111219500
Emilia;SHRIMPTON;Wysoka;ulica Antoniego Kocjana;9;38;19.02.1969;69021990906
Hubert;ŚWIERŻKO;Romanówka;ulica Papuzia;44;64;19.09.1989;89091924390
Oliwia;SPIROVSKA;Krupin;ulica Klonowa;17;68;27.12.1921;21122757377
Kamil;URBAL;Łużyk;ulica Stefana Jaracza;85;16;20.11.1960;60112064519
Antonina;DON-SIEMION;Adamin;ulica Ostrobramska;74;30;19.10.1929;29101946667
Kaja;KWIATKOWSKA-WACH;Załącze;ulica Józefa Siemieńskiego;30;43;13.03.1965;65031374248
Krystian;CHLEBOŚ;Kaszewo;Skwer Wołyński;32;6;19.11.1956;56111953148
Agata;BIRSZ;Fiszewo;ulica Marii Pawlikowskiej-Jasnorzewskiej;30;18;07.06.1928;28060713985
Dominika;JAORNIK;Kaczorowy;ulica Ogrodowa;34;79;01.10.1926;26100152362
Filip;PAJCHERT;Bielawki;ulica Bitwy Warszawskiej 1920 r.;19;19;01.05.1967;67050179371
Filip;SYTAR;Paryż Górny;ulica Trójpolowa;57;34;14.04.1917;17041470041
Emilia;PYZIK;Jeziorzec;ulica Cypriana Godebskiego;9;61;24.05.1996;96052417456
Hubert;ŻENIUK;Gazdoniówka;ulica Drużynowa;36;94;09.05.1998;98050947641
Hubert;OWSIĘGA;Kuzki;ulica Wspaniała;30;46;03.07.1934;34070392001
Krzysztof;BANIOS;Bogaczów;ulica Rusznikarska;15;27;18.01.1916;16011867568
Maciej;PADARZ;Podbodzanek;ulica Olgierda;82;20;03.06.1910;10060358039
Michał;RĂDIȚA;Rusinowo;ulica Mikołajska;40;85;11.10.1979;79101120987
Marcin;OLESZEWSKI;Kozanki Podleśne;ulica Apollina;88;21;04.01.1923;23010434518
Hanna;ALFUTOWSKA;Nowakówko;ulica Leopolda Staffa;37;92;24.04.1938;38042419575
Szymon;STERCZYK;Żurejny;ulica Księcia Witolda;51;41;20.04.1925;25042060497
Pola;LALAIAN;Góra;ulica Przy Forcie;54;4;24.09.1959;59092412238
Kamil;WIAŻEWICZ;Pęciszewko;ulica Domaniewska;6;2;08.08.1915;15080838951
Oliwier;ROGALINSKI;Łoniewo;ulica Pod Strzechą;74;33;09.06.1950;50060997282
Aleksander;RADZIWIŁ;Jamno;ulica Rozbrat;49;76;17.05.1974;74051787460
Antoni;GIEMZO;Kiełbice;ulica Łacińska;66;62;12.12.1931;31121243465
Tomasz;LENARC;Orsztyn;ulica Zarzecze;13;94;03.05.1943;43050399753
Oliwia;KAZANOWSKA;Stara Wieś;ulica Władysława IV;59;54;23.05.1978;78052389406
Kamil;KONDERKA;Kresy;ulica Chylicka;57;70;27.05.1987;87052764971
Marcin;PUSTKOWIAK;Kątnik;ulica gen. Bronisława Bohaterewicza;91;2;14.10.1940;40101444122
Marcin;KONDUB;Ostrzesze Drugie;ulica Dubieńska;91;50;11.03.1996;96031130330
Nadia;GRYMBSKA;Załom Mały;Skwer Pamięci;86;87;29.09.1996;96092912844
Kinga;GRICH;Żalin-Kolonia;Rondo o. Bogusława Palecznego;88;59;07.04.1921;21040794211
Laura;SYPNIK;Przelewice;ulica Nałęczowska;69;81;10.03.1950;50031093056
Wiktoria;RYTA;Grabowiec;ulica Owsiana;24;88;29.05.1923;23052977106
Tymon;CYRKLEWICZ;Główczewice;ulica Przyrzecze;11;73;15.02.1990;90021584039
Oliwier;CIELCZYK;Brudki Stare;ulica Ostoja;79;61;13.12.1967;67121366053
Nikodem;BANKETOV;Nowa Turza;Rondo ks. Stanisława Witkowskiego;45;11;01.05.1953;53050141978
Kinga;DUNSMUIR;Janówek;ulica Wawerska;11;27;01.02.1993;93020185179
Marta;FUSHTEI;Prawęcice;ulica Rybacka;81;86;02.01.1921;21010285057
Blanka;RYŚKA;Zawda;ulica Szklana;64;56;28.03.1976;76032831045
Wiktoria;REZAEIAN;Nowy Żabieniec;ulica Łosia;29;54;05.07.1961;61070587498
Emilia;PESZYŃSKA;Zadworna;Rondo Zesłańców Syberyjskich;43;95;27.10.1921;21102777696
Aleksandra;LABICKA;Białkowo;ulica Czesława Przybylskiego;90;79;07.12.1953;53120791708
Dominik;SURZYŃSKI;Kosino;ulica Szafarzy;74;85;16.05.1977;77051697726
Stanisław;ONUFRIISHYN;Piegonisko-Wieś;ulica Przy Fosie;47;90;29.06.1971;71062980731
Iga;TAUROWSKA;Kirsajty;ulica Tadeusza Kościuszki;12;3;30.10.1958;58103099783
Tymoteusz;SANCHEZ JARECKI;Potoki;ulica Bagażowa;17;21;26.06.1930;30062612881
Oliwier;JACKOWNIAK;Marysinek;ulica Okrężna;98;23;30.10.1920;20103026094
Gabriel;JAGI;Zamczysko;ulica Zapiecek;22;41;21.06.1965;65062195720
Michał;MISHCHII;Kiczki Pierwsze;ulica Oczary;57;22;08.08.1955;55080810232
Zuzanna;KURDELCHUK;Kąty;ulica Cytrynowa;74;11;26.08.1935;35082640253
Wojciech;CHEREDARCHUK;Piekło;ulica Świdnicka;22;74;08.02.1914;14020843369
Klaudia;PROIA;Cegielnia;ulica Na Przełaj;44;61;02.02.1958;58020210354
Mateusz;OCEP;Śladów;ulica Dąbrowy;79;15;19.08.1948;48081983133
Mateusz;TORENTZ;Zalesie;ulica Koronacyjna;85;40;21.05.1974;74052155462
Tomasz;BAR HOD;Majdany;ulica Gustawa;96;2;04.02.1930;30020467688
Maja;GALLE;Pogorzelica;ulica Szyszkowa;61;21;03.12.1980;80120337338
Ignacy;HONZŁA;Antoninów;ulica Penelopy;88;100;18.08.1969;69081812815
Łucja;CHAKHVASHVILI;Piersele;ulica Zaciszna;90;77;26.09.1929;29092630858
Wojciech;PATSAN;Łazy Węgierskie;ulica Wał Zawadowski;46;26;26.07.1995;95072699979
Krystian;TOMAKA;Głodowo;ulica Ateńska;12;94;21.12.1934;34122170776
Patryk;KRASNOPIÓRKIN;Mirosławice;ulica Williama Heerleina Lindleya;27;100;23.04.1957;57042398627
Łucja;TASUEVA;Poniatowa;ulica Sanocka;65;92;12.04.1928;28041288758
Weronika;DZIERŻKOWSKA;Kozłeczyzna;ulica Ikara;45;25;27.06.1969;69062793675
Łukasz;GILBAS;Bojmie;ulica Łozinowa;14;73;21.12.1944;44122133296
Marcel;LAJÇI;Brzeżno;ulica Gołębia;24;86;30.01.1952;52013041176
Izabela;GEREZ;Głęboczka;ulica Sycowska;60;35;18.07.1955;55071834237
Miłosz;RYCHWA;Gołe Pole;ulica Werbeny;98;71;16.06.1996;96061683861
Aleksander;TYPIŃSKI;Kajetanówka;Skwer Stefana Kuryłowicza;98;95;25.02.1966;66022598105
Oskar;GAČEVIĆ;Boleścin;ulica Ławnicza;83;89;17.08.1942;42081713068
Wiktor;PODNIESTRZAŃSKI;Wyczyszczon;ulica Omulewska;54;79;05.05.1926;26050536191
Ewa;KORSCHÜTZ;Jasienna;ulica Lipiec Reymontowskich;14;56;27.02.1984;84022793789
Mateusz;KORWIN-GAJKOWSKI;Białobłocie;ulica Korsuńska;54;89;18.10.1957;57101890401
Magdalena;FENCZYSZYN;Borzysław;ulica Floriana Marciniaka;25;58;24.11.1906;06112490402
Leon;IGNASZCZAK;Dąbrowa;ulica Kawalerii;57;94;19.12.1975;75121929486
Kornelia;SEDIRA;Górny Koniec;ulica 15 Sierpnia;75;66;16.07.1911;11071643568
Ignacy;PITOŃ;Bądkowo;Plac Teatralny;67;37;04.12.1929;29120410765
Adam;LORCHOSHVILI;Sitaniec Poduchowny;ulica Andrzeja Struga;85;80;29.12.1994;94122949646
Marta;POSIADŁOWSKA;Rząśnik Szlachecki;Pasaż Złotej Wilgi;44;64;30.08.1976;76083027544
Sebastian;CHOR;Mokrsko Górne;Rondo Kazimierza Pelczara;27;59;29.04.1939;39042937200
Łukasz;RĄPEL;Wartosław;ulica Zimna;86;93;29.04.1991;91042978431
Małgorzata;KUNICKA-JASIŃSKA;Rówki;ulica Olesińska;25;60;22.11.1976;76112210710
Wiktor;LICHTE;Berdechów;ulica 1 Maja;92;31;19.06.1912;12061927207
Maciej;BURDEJNY;Skórka;ulica Kazimierza Sprawiedliwego;75;82;16.01.1925;25011671431
Miłosz;ČESNAVIČIUS;Nowy Skórzec;ulica św. Urszuli Ledóchowskiej;27;10;14.11.1940;40111438492
Lena;DHIMAL;Belcikówka;ulica Jezuicka;32;80;09.11.1939;39110917938
Paulina;PURTA;Długosz;ulica Orlika;60;67;06.12.1943;43120629171
Aleksander;FABRITZ;Kobrówka;ulica Trufle;33;55;14.11.1917;17111471892
Franciszek;ŁAJDZIAK;Karasek;ulica Królewska;22;54;23.10.1948;48102332233
Maksymilian;LOZYNSKYY;Rzeka;ulica Ikara;62;36;01.04.1941;41040140504
Hanna;RZEGOTA;Grocholice;ulica ks. Sylwestra Szulczyka;29;98;08.01.1989;89010834405
